CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-92725-1,audit_folder_owner_configure,Configure Audit Log Folders to be Owned by Root,"Audit log folders _MUST_ be owned by root.

The audit service _MUST_ be configured to create log folders with the correct ownership to prevent normal users from reading audit logs.

Audit logs contain sensitive data about the system and users. If log folders are set to only be readable and writable by system administrators, the risk is mitigated.
",Script,"/bin/ls -dn $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '{print $3}'
",{'integer': 0},"[source,bash]
----
/usr/sbin/chown root /var/audit
----
",AU-9,03.03.08,"SRG-OS-000256-GPOS-00097
SRG-OS-000057-GPOS-00027
SRG-OS-000059-GPOS-00029
SRG-OS-000257-GPOS-00098
SRG-OS-000258-GPOS-00099
SRG-OS-000058-GPOS-00028",,APPL-14-001013,3.5 (level 1),3.3,AU.L2-3.3.8,,"CCI-000162
CCI-000163
CCI-000164
CCI-001493
CCI-001494
CCI-001495",medium,
CCE-92726-9,audit_folders_mode_configure,Configure Audit Log Folders to Mode 700 or Less Permissive,"The audit log folder _MUST_ be configured to mode 700 or less permissive so that only the root user is able to read, write, and execute changes to folders.

Because audit logs contain sensitive data about the system and users, the audit service _MUST_ be configured to mode 700 or less permissive; thereby preventing normal users from reading, modifying or deleting audit logs.
",Script,"/usr/bin/stat -f %A $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}')
",{'integer': 700},"[source,bash]
----
/bin/chmod 700 /var/audit
----
",AU-9,03.03.08,"SRG-OS-000256-GPOS-00097
SRG-OS-000057-GPOS-00027
SRG-OS-000059-GPOS-00029
SRG-OS-000257-GPOS-00098
SRG-OS-000258-GPOS-00099
SRG-OS-000058-GPOS-00028",,APPL-14-001017,3.5 (level 1),3.3,AU.L2-3.3.8,,"CCI-000162
CCI-000163
CCI-000164
CCI-001493
CCI-001494
CCI-001495",medium,
CCE-92730-1,audit_retention_configure,Configure Audit Retention to 7d,"The audit service _MUST_ be configured to require records be kept for a organizational defined value before deletion, unless the system uses a central audit record storage facility.

When ""expire-after"" is set to ""7d"", the audit service will not delete audit logs until the log data criteria is met.
",Script,"/usr/bin/awk -F: '/expire-after/{print $2}' /etc/security/audit_control
",{'string': '7d'},"[source,bash]
----
/usr/bin/sed -i.bak 's/^expire-after.*/expire-after:7d/' /etc/security/audit_control; /usr/sbin/audit -s
----
","AU-11
AU-4",03.03.03,SRG-OS-000341-GPOS-00132,,APPL-14-001029,3.4 (level 1),"8.1
8.3",AU.L2-3.3.1,,CCI-001849,low,
CCE-92731-9,audit_settings_failure_notify,Configure Audit Failure Notification,"The audit service _MUST_ be configured to immediately print messages to the console or email administrator users when an auditing failure occurs.

It is critical for the appropriate personnel to be made aware immediately if a system is at risk of failing to process audit logs as required. Without a real-time alert, security personnel may be unaware of a potentially harmful failure in the auditing system's capability, and system operation may be adversely affected.
",Script,"/usr/bin/grep -c ""logger -s -p"" /etc/security/audit_warn
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/logger -p/logger -s -p/' /etc/security/audit_warn; /usr/sbin/audit -s
----
","AU-5(2)
AU-5",03.03.04,"SRG-OS-000047-GPOS-00023
SRG-OS-000344-GPOS-00135",,APPL-14-001031,,,AU.L2-3.3.4,,"CCI-000140
CCI-001858",medium,
CCE-92732-7,auth_pam_login_smartcard_enforce,Enforce Multifactor Authentication for Login,"The system _MUST_ be configured to enforce multifactor authentication.

All users _MUST_ go through multifactor authentication to prevent unauthenticated access and potential compromise to the system.

IMPORTANT: Modification of Pluggable Authentication Modules (PAM) now require user authorization, or use of a Privacy Preferences Policy Control (PPPC) profile from MDM that authorizes modifying system administrator files or full disk access.

NOTE: /etc/pam.d/login will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -Ec '^(auth\s+sufficient\s+pam_smartcard.so|auth\s+required\s+pam_deny.so)' /etc/pam.d/login
",{'integer': 2},"[source,bash]
----
/bin/cat > /etc/pam.d/login << LOGIN_END
# login: auth account password session
auth        sufficient    pam_smartcard.so
auth        optional      pam_krb5.so use_kcminit
auth        optional      pam_ntlm.so try_first_pass
auth        optional      pam_mount.so try_first_pass
auth        required      pam_opendirectory.so try_first_pass
auth        required      pam_deny.so
account     required      pam_nologin.so
account     required      pam_opendirectory.so
password    required      pam_opendirectory.so
session     required      pam_launchd.so
session     required      pam_uwtmp.so
session     optional      pam_mount.so
LOGIN_END


/bin/chmod 644 /etc/pam.d/login
/usr/sbin/chown root:wheel /etc/pam.d/login
----
","IA-2(1)
IA-2(2)
IA-2(8)","03.05.03
03.05.04","SRG-OS-000107-GPOS-00054
SRG-OS-000112-GPOS-00057
SRG-OS-000108-GPOS-00055
SRG-OS-000106-GPOS-00053
SRG-OS-000105-GPOS-00052",,APPL-14-003050,,"6.3
6.4
6.5","IA.L2-3.5.3
IA.L2-3.5.4",,"CCI-000765
CCI-000766
CCI-000767
CCI-000768
CCI-001941",medium,
CCE-92733-5,auth_pam_su_smartcard_enforce,Enforce Multifactor Authentication for the su Command,"The system _MUST_ be configured such that, when the su command is used, multifactor authentication is enforced.

All users _MUST_ go through multifactor authentication to prevent unauthenticated access and potential compromise to the system.

IMPORTANT: Modification of Pluggable Authentication Modules (PAM) now require user authorization, or use of a Privacy Preferences Policy Control (PPPC) profile from MDM that authorizes modifying system administrator files or full disk access.

NOTE: /etc/pam.d/su will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -Ec '^(auth\s+sufficient\s+pam_smartcard.so|auth\s+required\s+pam_rootok.so)' /etc/pam.d/su
",{'integer': 2},"[source,bash]
----
/bin/cat > /etc/pam.d/su << SU_END
# su: auth account password session
auth        sufficient    pam_smartcard.so
auth        required      pam_rootok.so
auth        required      pam_group.so no_warn group=admin,wheel ruser root_only fail_safe
account     required      pam_permit.so
account     required      pam_opendirectory.so no_check_shell
password    required      pam_opendirectory.so
session     required      pam_launchd.so
SU_END

# Fix new file ownership and permissions
/bin/chmod 644 /etc/pam.d/su
/usr/sbin/chown root:wheel /etc/pam.d/su
----
","IA-2(1)
IA-2(2)
IA-2(8)","03.05.03
03.05.04","SRG-OS-000107-GPOS-00054
SRG-OS-000112-GPOS-00057
SRG-OS-000108-GPOS-00055
SRG-OS-000106-GPOS-00053
SRG-OS-000105-GPOS-00052",,APPL-14-003051,,"6.3
6.4
6.5","IA.L2-3.5.3
IA.L2-3.5.4",,"CCI-000765
CCI-000766
CCI-000767
CCI-000768
CCI-001941",medium,
CCE-92734-3,auth_pam_sudo_smartcard_enforce,Enforce Multifactor Authentication for Privilege Escalation Through the sudo Command,"The system _MUST_ be configured to enforce multifactor authentication when the sudo command is used to elevate privilege.

All users _MUST_ go through multifactor authentication to prevent unauthenticated access and potential compromise to the system.

IMPORTANT: Modification of Pluggable Authentication Modules (PAM) now require user authorization, or use of a Privacy Preferences Policy Control (PPPC) profile from MDM that authorizes modifying system administrator files or full disk access.

NOTE: /etc/pam.d/sudo will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -Ec '^(auth\s+sufficient\s+pam_smartcard.so|auth\s+required\s+pam_deny.so)' /etc/pam.d/sudo
",{'integer': 2},"[source,bash]
----

/bin/cat > /etc/pam.d/sudo << SUDO_END
# sudo: auth account password session
auth        sufficient    pam_smartcard.so
auth        required      pam_opendirectory.so
auth        required      pam_deny.so
account     required      pam_permit.so
password    required      pam_deny.so
session     required      pam_permit.so
SUDO_END

/bin/chmod 444 /etc/pam.d/sudo
/usr/sbin/chown root:wheel /etc/pam.d/sudo
----
","IA-2(1)
IA-2(2)
IA-2(8)","03.05.03
03.05.04","SRG-OS-000107-GPOS-00054
SRG-OS-000112-GPOS-00057
SRG-OS-000108-GPOS-00055
SRG-OS-000106-GPOS-00053
SRG-OS-000105-GPOS-00052",,APPL-14-003052,,"6.3
6.4
6.5","IA.L2-3.5.3
IA.L2-3.5.4",,"CCI-000765
CCI-000766
CCI-000767
CCI-000768
CCI-001941",medium,
CCE-92735-0,auth_smartcard_allow,Allow Smartcard Authentication,"Smartcard authentication _MUST_ be allowed.

The use of smartcard credentials facilitates standardization and reduces the risk of unauthorized access.

When enabled, the smartcard can be used for login, authorization, and screen saver unlocking.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.smartcard')\
.objectForKey('allowSmartCard').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.security.smartcard) payload type:

[source,xml]
----
<key>allowSmartCard</key>
<true/>
----

","IA-2(1)
IA-2(2)
IA-2(12)",03.05.03,"SRG-OS-000107-GPOS-00054
SRG-OS-000112-GPOS-00057
SRG-OS-000108-GPOS-00055
SRG-OS-000106-GPOS-00053
SRG-OS-000376-GPOS-00161
SRG-OS-000105-GPOS-00052
SRG-OS-000068-GPOS-00036",,APPL-14-003030,,"6.3
6.4
6.5","IA.L1-3.5.1
IA.L1-3.5.2
IA.L2-3.5.3",,"CCI-000187
CCI-000765
CCI-000766
CCI-000767
CCI-000768
CCI-001941
CCI-001953",medium,
CCE-92736-8,auth_smartcard_certificate_trust_enforce_high,Set Smartcard Certificate Trust to High,"The macOS system _MUST_ be configured to block access to users who are no longer authorized (i.e., users with revoked certificates).

To prevent the use of untrusted certificates, the certificates on a smartcard card _MUST_ meet the following criteria: its issuer has a system-trusted certificate, the certificate is not expired, its ""valid-after"" date is in the past, and it passes Certificate Revocation List (CRL) and Online Certificate Status Protocol (OCSP) checking.

By setting the smartcard certificate trust level to high, the system will execute a hard revocation, i.e., a network connection is required. A verified positive response from the OSCP/CRL server is required for authentication to succeed.

NOTE: Before applying this setting, please see the smartcard supplemental guidance.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.smartcard')\
.objectForKey('checkCertificateTrust').js
EOS
",{'integer': 3},"Create a configuration profile containing the following keys in the (com.apple.security.smartcard) payload type:

[source,xml]
----
<key>checkCertificateTrust</key>
<integer>3</integer>
----

","IA-5(2)
SC-17",,,,,,,SC.L2-3.13.10,,,,
CCE-92737-6,auth_smartcard_certificate_trust_enforce_moderate,Set Smartcard Certificate Trust to Moderate,"The macOS system _MUST_ be configured to block access to users who are no longer authorized (i.e., users with revoked certificates).

To prevent the use of untrusted certificates, the certificates on a smartcard card _MUST_ meet the following criteria: its issuer has a system-trusted certificate, the certificate is not expired, its ""valid-after"" date is in the past, and it passes Certificate Revocation List (CRL) and Online Certificate Status Protocol (OCSP) checking.

By setting the smartcard certificate trust level to moderate, the system will execute a soft revocation, i.e., if the OCSP/CRL server is unreachable, authentication will still succeed.

NOTE: Before applying this setting, please see the smartcard supplemental guidance.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.smartcard')\
.objectForKey('checkCertificateTrust').js
EOS
",{'integer': 2},"Create a configuration profile containing the following keys in the (com.apple.security.smartcard) payload type:

[source,xml]
----
<key>checkCertificateTrust</key>
<integer>2</integer>
----

","IA-5(2)
SC-17",,"SRG-OS-000384-GPOS-00167
SRG-OS-000403-GPOS-00182
SRG-OS-000377-GPOS-00162
SRG-OS-000066-GPOS-00034",,APPL-14-001060,,,SC.L2-3.13.10,,"CCI-000186
CCI-001953
CCI-001954
CCI-001991
CCI-002470",medium,
CCE-92738-4,auth_smartcard_enforce,Enforce Smartcard Authentication,"Smartcard authentication _MUST_ be enforced.

The use of smartcard credentials facilitates standardization and reduces the risk of unauthorized access.

When enforceSmartCard is set to ""true"", the smartcard must be used for login, authorization, and unlocking the screensaver.

CAUTION: enforceSmartCard will apply to the whole system. No users will be able to login with their password unless the profile is removed or a user is exempt from smartcard enforcement.

NOTE: enforceSmartcard requires allowSmartcard to be set to true in order to work.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.smartcard')\
.objectForKey('enforceSmartCard').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.security.smartcard) payload type:

[source,xml]
----
<key>enforceSmartCard</key>
<true/>
<key>allowSmartCard</key>
<true/>
----

","IA-2(1)
IA-2(2)
IA-2(6)
IA-2
IA-5(2)
IA-2(12)
IA-2(8)","03.05.01
03.05.03
03.05.04","SRG-OS-000107-GPOS-00054
SRG-OS-000112-GPOS-00057
SRG-OS-000067-GPOS-00035
SRG-OS-000108-GPOS-00055
SRG-OS-000106-GPOS-00053
SRG-OS-000375-GPOS-00160
SRG-OS-000376-GPOS-00161
SRG-OS-000105-GPOS-00052",,APPL-14-003020,,"6.3
6.4
6.5","IA.L1-3.5.1
IA.L1-3.5.2
IA.L2-3.5.3
IA.L2-3.5.4",,"CCI-000186
CCI-000765
CCI-000766
CCI-000767
CCI-000768
CCI-001941
CCI-001948
CCI-001953",medium,
CCE-92739-2,auth_ssh_password_authentication_disable,Disable Password Authentication for SSH,"If remote login through SSH is enabled, password based authentication _MUST_ be disabled for user login.

All users _MUST_ go through multifactor authentication to prevent unauthenticated access and potential compromise to the system.

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/sbin/sshd -G | /usr/bin/grep -Ec '^(passwordauthentication\s+no|kbdinteractiveauthentication\s+no)'
",{'integer': 2},"[source,bash]
----
include_dir=$(/usr/bin/awk '/^Include/ {print $2}' /etc/ssh/sshd_config | /usr/bin/tr -d '*')
if [[ -z $include_dir ]]; then
  /usr/bin/sed -i.bk ""1s/.*/Include \/etc\/ssh\/sshd_config.d\/\*/"" /etc/ssh/sshd_config
fi
echo ""passwordauthentication no"" >> ""${include_dir}01-mscp-sshd.conf""
echo ""kbdinteractiveauthentication no"" >> ""${include_dir}01-mscp-sshd.conf""

for file in $(ls ${include_dir}); do
  if [[ ""$file"" == ""100-macos.conf"" ]]; then
      continue
  fi
  if [[ ""$file"" == ""01-mscp-sshd.conf"" ]]; then
      break
  fi
  /bin/mv ${include_dir}${file} ${include_dir}20-${file}
done
----
","IA-2(1)
IA-2(2)
IA-2(6)
IA-2
IA-5(2)
MA-4
IA-2(8)","03.05.01
03.05.03
03.05.04
03.07.05","SRG-OS-000107-GPOS-00054
SRG-OS-000112-GPOS-00057
SRG-OS-000067-GPOS-00035
SRG-OS-000108-GPOS-00055
SRG-OS-000125-GPOS-00065
SRG-OS-000106-GPOS-00053
SRG-OS-000375-GPOS-00160
SRG-OS-000105-GPOS-00052",,APPL-14-001150,,"6.3
6.4
6.5","IA.L1-3.5.1
IA.L1-3.5.2
IA.L2-3.5.3
IA.L2-3.5.4
MA.L2-3.7.5",,"CCI-000186
CCI-000765
CCI-000766
CCI-000767
CCI-000768
CCI-000877
CCI-001941
CCI-001948",high,
CCE-92740-0,icloud_addressbook_disable,Disable iCloud Address Book,"The macOS built-in Contacts.app connection to Apple's iCloud service _MUST_ be disabled.

Apple's iCloud service does not provide an organization with enough control over the storage and access of data, and, therefore, automated contact synchronization _MUST_ be controlled by an organization approved service.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowCloudAddressBook').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowCloudAddressBook</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)","03.01.20
03.04.06",SRG-OS-000095-GPOS-00049,,APPL-14-002014,,"4.1
4.8
15.3","AC.L1-3.1.20
CM.L2-3.4.6
CM.L2-3.4.7",,"CCI-000381
CCI-001774",medium,
CCE-92742-6,icloud_appleid_system_settings_disable,Disable the System Setting for Apple ID,"The system setting for Apple ID _MUST_ be disabled.

Disabling the system setting prevents login to Apple ID and iCloud.
",Configuration Profile,"/usr/bin/profiles show -output stdout-xml | /usr/bin/xmllint --xpath '//key[text()=""DisabledSystemSettings""]/following-sibling::*[1]' - | /usr/bin/grep -c ""com.apple.systempreferences.AppleIDSettings""
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>DisabledSystemSettings</key>
<array>
    <string>com.apple.systempreferences.AppleIDSettings</string>
</array>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)","03.01.20
03.04.06",,,,,"4.1
4.8","AC.L1-3.1.20
CM.L2-3.4.6
CM.L2-3.4.7",,,high,
CCE-92743-4,icloud_bookmarks_disable,Disable iCloud Bookmarks,"The macOS built-in Safari.app bookmark synchronization via the iCloud service _MUST_ be disabled.

Apple's iCloud service does not provide an organization with enough control over the storage and access of data and, therefore, automated bookmark synchronization _MUST_ be controlled by an organization approved service.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowCloudBookmarks').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowCloudBookmarks</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)","03.01.20
03.04.06",SRG-OS-000095-GPOS-00049,,APPL-14-002042,,"4.1
4.8
15.3","AC.L1-3.1.20
CM.L2-3.4.6
CM.L2-3.4.7",,"CCI-000381
CCI-001774",medium,
